"","X","age","fnlwgt","education.num","hours.per.week","workclass","marital.status","occupation","race","sex","native.country","income","net.capital.gain"
"7527",7527,60,121832,7,40,"Private","married","Sales","White","Male","US","More_than_50K",0
"7528",7528,25,73839,7,40,"Private","other","Sales","White","Female","US","Less_or_equal_50K",0
"7529",7529,27,109165,10,60,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7530",7530,50,103063,13,40,"State.gov","married","Exec.managerial","White","Male","US","More_than_50K",0
"7531",7531,46,111979,4,47,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7532",7532,35,150125,11,40,"Private","other","Other.service","Black","Female","US","Less_or_equal_50K",0
"7533",7533,40,118001,9,40,"Private","not-married","Handlers.cleaners","Black","Male","US","Less_or_equal_50K",0
"7534",7534,49,149337,13,40,"Private","married","Exec.managerial","White","Male","US","More_than_50K",0
"7535",7535,29,36601,13,50,"Private","not-married","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"7536",7536,39,279272,12,60,"Private","not-married","Transport.moving","Black","Male","US","Less_or_equal_50K",0
"7537",7537,35,181020,9,60,"Private","not-married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"7538",7538,52,165998,10,40,"Private","married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"7539",7539,25,218136,10,40,"Private","not-married","Handlers.cleaners","Black","Male","other","Less_or_equal_50K",0
"7540",7540,20,182200,9,30,"Self.emp.inc","not-married","Machine.op.inspct","White","Female","US","Less_or_equal_50K",0
"7541",7541,24,140001,13,40,"Private","not-married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"7542",7542,29,193260,13,30,"Private","married","Craft.repair","Asian-Pac-Islander","Male","other","Less_or_equal_50K",0
"7543",7543,21,191243,10,40,"Private","not-married","Other.service","White","Male","US","Less_or_equal_50K",0
"7544",7544,37,207887,13,50,"Federal.gov","other","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"7545",7545,43,211450,9,40,"Federal.gov","not-married","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"7546",7546,19,184759,9,26,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7547",7547,47,197836,9,45,"Private","married","Sales","White","Male","US","Less_or_equal_50K",0
"7548",7548,61,232308,9,45,"Private","married","Transport.moving","White","Male","US","More_than_50K",0
"7549",7549,35,301614,9,60,"Private","married","Other.service","White","Male","US","Less_or_equal_50K",0
"7550",7550,60,146674,6,40,"Private","married","Handlers.cleaners","Black","Male","US","Less_or_equal_50K",0
"7551",7551,27,225291,10,40,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7552",7552,57,148509,13,35,"Local.gov","married","Prof.specialty","Asian-Pac-Islander","Male","other","Less_or_equal_50K",0
"7553",7553,56,136413,2,40,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7554",7554,27,126060,9,40,"Private","not-married","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"7555",7555,47,73064,4,35,"Private","married","Machine.op.inspct","Black","Female","US","Less_or_equal_50K",0
"7556",7556,19,39026,9,30,"Private","not-married","Other.service","White","Male","US","Less_or_equal_50K",0
"7557",7557,28,33035,8,30,"Self.emp.not.inc","other","Other.service","White","Female","US","Less_or_equal_50K",0
"7558",7558,43,193494,6,40,"Private","married","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"7559",7559,63,147440,10,35,"Local.gov","other","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"7560",7560,25,64671,9,40,"Private","other","Handlers.cleaners","Asian-Pac-Islander","Female","other","Less_or_equal_50K",0
"7561",7561,20,174391,9,40,"Private","not-married","Handlers.cleaners","White","Female","US","Less_or_equal_50K",0
"7562",7562,48,377757,6,70,"Private","married","Sales","White","Male","US","Less_or_equal_50K",0
"7563",7563,30,364310,13,40,"Local.gov","not-married","Prof.specialty","Black","Female","other","Less_or_equal_50K",0
"7564",7564,31,110643,13,40,"Private","married","Prof.specialty","White","Male","US","More_than_50K",0
"7565",7565,20,70240,9,24,"Private","not-married","Sales","Asian-Pac-Islander","Female","other","Less_or_equal_50K",0
"7566",7566,57,32694,14,50,"State.gov","married","Prof.specialty","White","Male","US","More_than_50K",0
"7567",7567,33,264936,9,40,"Private","other","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7568",7568,27,367329,11,40,"Private","married","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"7569",7569,34,56026,9,60,"Private","married","Farming.fishing","White","Male","US","More_than_50K",0
"7570",7570,22,186452,6,30,"Private","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7571",7571,50,125417,12,40,"Private","married","Exec.managerial","Black","Female","US","More_than_50K",0
"7572",7572,40,242082,13,45,"Self.emp.not.inc","married","Prof.specialty","White","Male","US","More_than_50K",0
"7573",7573,37,31023,9,51,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7574",7574,25,261979,9,40,"State.gov","not-married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"7575",7575,51,55507,9,40,"Private","married","Craft.repair","Black","Male","US","Less_or_equal_50K",0
"7576",7576,18,353358,10,16,"Private","not-married","Other.service","White","Male","US","Less_or_equal_50K",0
"7577",7577,33,235109,9,40,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7578",7578,33,208180,13,40,"Private","not-married","Sales","White","Female","US","Less_or_equal_50K",0
"7579",7579,67,423561,10,40,"State.gov","married","Transport.moving","White","Male","US","Less_or_equal_50K",0
"7580",7580,24,403671,10,40,"Private","not-married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"7581",7581,32,49325,4,40,"Local.gov","married","Other.service","White","Male","US","Less_or_equal_50K",0
"7582",7582,29,370494,9,40,"Private","not-married","Other.service","White","Female","other","Less_or_equal_50K",0
"7583",7583,25,267012,11,45,"Private","not-married","Sales","White","Male","US","Less_or_equal_50K",0
"7584",7584,33,191856,10,40,"Private","other","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7585",7585,55,80445,13,40,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7586",7586,31,379798,10,40,"Private","married","Sales","White","Male","US","More_than_50K",0
"7587",7587,32,168387,14,50,"Local.gov","married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"7588",7588,36,274809,9,50,"Private","other","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7589",7589,58,233193,9,27,"Private","other","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7590",7590,19,236396,7,40,"Private","not-married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"7591",7591,21,688355,9,40,"Private","not-married","Adm.clerical","Black","Female","US","Less_or_equal_50K",0
"7592",7592,36,37019,9,50,"Self.emp.inc","not-married","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"7593",7593,43,122975,9,21,"Private","married","Machine.op.inspct","Black","Female","other","Less_or_equal_50K",0
"7594",7594,52,349795,13,40,"State.gov","married","Protective.serv","White","Male","US","Less_or_equal_50K",0
"7595",7595,43,108945,10,38,"Private","other","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"7596",7596,22,237498,9,40,"Private","not-married","Other.service","White","Male","US","Less_or_equal_50K",0
"7597",7597,37,324019,12,40,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7598",7598,39,82488,10,38,"Private","other","Sales","Asian-Pac-Islander","Female","US","Less_or_equal_50K",0
"7599",7599,54,206964,10,40,"Private","married","Sales","White","Male","US","More_than_50K",0
"7600",7600,27,37088,12,40,"Private","not-married","Other.service","White","Male","US","Less_or_equal_50K",0
"7601",7601,21,152540,9,35,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7602",7602,65,143554,10,38,"Private","other","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7603",7603,30,126242,10,40,"Private","married","Other.service","White","Female","US","Less_or_equal_50K",0
"7604",7604,22,127185,5,40,"Private","not-married","Machine.op.inspct","White","Female","US","Less_or_equal_50K",0
"7605",7605,25,210184,7,40,"Private","other","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7606",7606,23,182117,12,60,"Private","not-married","Other.service","White","Male","US","Less_or_equal_50K",0
"7607",7607,42,220049,9,40,"Private","married","Sales","Black","Male","US","More_than_50K",0
"7608",7608,39,247975,10,30,"Self.emp.not.inc","not-married","Craft.repair","Asian-Pac-Islander","Male","US","Less_or_equal_50K",0
"7609",7609,55,50164,16,60,"Private","married","Exec.managerial","White","Male","US","More_than_50K",0
"7610",7610,24,123160,14,10,"State.gov","other","Prof.specialty","Asian-Pac-Islander","Female","other","Less_or_equal_50K",0
"7611",7611,53,79324,9,40,"Private","married","Craft.repair","White","Male","US","More_than_50K",0
"7612",7612,44,129100,7,60,"Private","other","Other.service","Black","Female","US","Less_or_equal_50K",0
"7613",7613,40,210275,9,40,"Private","other","Transport.moving","Black","Female","US","Less_or_equal_50K",0
"7614",7614,26,171114,11,35,"Private","other","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7615",7615,22,201799,9,40,"Private","not-married","Sales","White","Female","US","Less_or_equal_50K",0
"7616",7616,43,191149,9,40,"Private","other","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"7617",7617,37,34173,9,25,"Local.gov","married","Other.service","White","Female","US","Less_or_equal_50K",0
"7618",7618,30,350979,9,40,"Private","married","Craft.repair","Asian-Pac-Islander","Male","other","Less_or_equal_50K",0
"7619",7619,41,147314,9,50,"Private","married","Sales","Amer-Indian-Eskimo","Male","US","Less_or_equal_50K",0
"7620",7620,38,136081,15,60,"Private","married","Prof.specialty","White","Male","US","More_than_50K",0
"7621",7621,42,373403,9,50,"Self.emp.not.inc","married","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"7622",7622,20,120601,9,40,"Private","not-married","Transport.moving","Black","Male","US","Less_or_equal_50K",0
"7623",7623,32,72338,11,40,"Federal.gov","not-married","Prof.specialty","Asian-Pac-Islander","Male","US","Less_or_equal_50K",0
"7624",7624,27,129624,13,40,"Private","married","Exec.managerial","White","Male","US","More_than_50K",0
"7625",7625,25,328697,10,45,"State.gov","other","Protective.serv","White","Male","US","Less_or_equal_50K",0
"7626",7626,40,191196,14,40,"Private","not-married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"7627",7627,49,110243,13,45,"Private","married","Exec.managerial","White","Male","US","More_than_50K",0
"7628",7628,17,181580,7,16,"Private","not-married","Other.service","White","Female","US","Less_or_equal_50K",0
"7629",7629,29,89030,9,40,"Private","not-married","Sales","White","Female","US","Less_or_equal_50K",0
"7630",7630,24,277700,10,45,"Self.emp.not.inc","other","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"7631",7631,29,250679,9,40,"Private","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7632",7632,45,168837,10,24,"Private","married","Adm.clerical","White","Female","other","More_than_50K",0
"7633",7633,30,142675,8,50,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7634",7634,19,299050,10,20,"Private","not-married","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"7635",7635,47,121958,4,30,"Private","other","Other.service","White","Female","US","Less_or_equal_50K",0
"7636",7636,28,176683,12,40,"Private","not-married","Prof.specialty","White","Male","other","Less_or_equal_50K",0
"7637",7637,46,34377,12,40,"Private","married","Craft.repair","White","Male","US","More_than_50K",0
"7638",7638,40,209833,10,60,"Self.emp.not.inc","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7639",7639,66,41506,6,40,"State.gov","other","Other.service","Black","Female","US","Less_or_equal_50K",0
"7640",7640,44,147206,10,12,"Self.emp.not.inc","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7641",7641,21,315065,4,48,"Private","not-married","Other.service","White","Male","other","Less_or_equal_50K",0
"7642",7642,59,381851,5,40,"Private","other","Other.service","Black","Female","US","Less_or_equal_50K",0
"7643",7643,35,185769,10,40,"Local.gov","married","Other.service","White","Male","US","Less_or_equal_50K",0
"7644",7644,30,312667,9,40,"Private","married","Transport.moving","White","Male","US","Less_or_equal_50K",0
"7645",7645,33,343925,9,40,"Private","not-married","Handlers.cleaners","Black","Male","other","Less_or_equal_50K",0
"7646",7646,26,195994,10,15,"Private","not-married","Sales","White","Female","US","Less_or_equal_50K",0
"7647",7647,48,398843,10,35,"Private","other","Sales","Black","Female","US","Less_or_equal_50K",0
"7648",7648,31,73514,9,40,"Private","not-married","Sales","Asian-Pac-Islander","Female","US","Less_or_equal_50K",0
"7649",7649,36,288049,9,45,"Private","married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"7650",7650,48,54759,9,38,"Private","other","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"7651",7651,33,401104,9,50,"Private","married","Handlers.cleaners","White","Male","US","More_than_50K",0
"7652",7652,53,113995,13,45,"Private","married","Exec.managerial","White","Male","US","More_than_50K",0
"7653",7653,34,34374,10,50,"Private","not-married","Other.service","White","Male","US","Less_or_equal_50K",0
"7654",7654,45,162187,13,52,"Private","married","Sales","White","Male","US","More_than_50K",0
"7655",7655,33,147654,11,60,"Local.gov","married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"7656",7656,35,182467,11,44,"Private","married","Craft.repair","White","Female","US","Less_or_equal_50K",0
"7657",7657,22,183970,9,40,"Private","not-married","Handlers.cleaners","Black","Male","US","Less_or_equal_50K",0
"7658",7658,35,332588,9,30,"Private","other","Other.service","White","Female","US","Less_or_equal_50K",0
"7659",7659,45,26781,9,8,"Private","married","Prof.specialty","Amer-Indian-Eskimo","Male","US","Less_or_equal_50K",0
"7660",7660,17,48610,7,45,"Private","not-married","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"7661",7661,50,162632,9,45,"Private","married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"7662",7662,38,91711,13,50,"Local.gov","married","Prof.specialty","White","Male","US","More_than_50K",0
"7663",7663,64,102470,9,40,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7664",7664,62,123170,10,10,"Self.emp.not.inc","married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"7665",7665,32,164243,9,60,"Private","married","Tech.support","White","Male","US","More_than_50K",0
"7666",7666,17,262511,7,20,"Private","not-married","Sales","White","Male","US","Less_or_equal_50K",0
"7667",7667,61,51170,9,55,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7668",7668,40,91949,16,40,"State.gov","not-married","Prof.specialty","Black","Female","US","Less_or_equal_50K",0
"7669",7669,21,123727,9,40,"Private","not-married","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"7670",7670,35,120301,10,45,"Self.emp.not.inc","married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"7671",7671,29,250967,11,40,"Private","married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"7672",7672,27,285432,12,40,"Federal.gov","not-married","Transport.moving","Black","Male","US","Less_or_equal_50K",0
"7673",7673,20,36235,12,40,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7674",7674,51,110965,14,40,"Local.gov","not-married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"7675",7675,45,123283,9,15,"Private","other","Machine.op.inspct","Black","Female","US","Less_or_equal_50K",0
"7676",7676,31,152940,10,40,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7677",7677,29,376680,9,40,"Private","not-married","Tech.support","Black","Male","US","Less_or_equal_50K",0
"7678",7678,56,231232,13,30,"Private","married","Adm.clerical","White","Male","other","Less_or_equal_50K",0
"7679",7679,55,168625,10,12,"Self.emp.not.inc","other","Tech.support","White","Female","US","More_than_50K",0
"7680",7680,26,33939,10,20,"Private","not-married","Tech.support","White","Male","US","Less_or_equal_50K",0
"7681",7681,32,190228,9,40,"Local.gov","married","Other.service","White","Male","US","Less_or_equal_50K",0
"7682",7682,28,216178,9,40,"Private","married","Sales","White","Male","US","Less_or_equal_50K",0
"7683",7683,27,587310,4,35,"Private","not-married","Other.service","White","Male","other","Less_or_equal_50K",0
"7684",7684,23,155919,5,40,"Private","other","Craft.repair","White","Male","other","Less_or_equal_50K",0
"7685",7685,59,227386,6,40,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7686",7686,26,138152,8,48,"Private","not-married","Craft.repair","Other","Male","other","Less_or_equal_50K",0
"7687",7687,36,167482,6,40,"Private","not-married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"7688",7688,18,57957,9,15,"Private","not-married","Sales","White","Female","US","Less_or_equal_50K",0
"7689",7689,33,157747,5,70,"Private","other","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"7690",7690,60,88570,11,15,"Self.emp.not.inc","married","Transport.moving","White","Female","other","More_than_50K",0
"7691",7691,40,273308,9,48,"Private","other","Machine.op.inspct","White","Female","other","Less_or_equal_50K",0
"7692",7692,48,216292,9,43,"Private","married","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"7693",7693,27,131298,6,48,"Self.emp.not.inc","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7694",7694,19,386378,10,20,"Private","not-married","Other.service","White","Male","US","Less_or_equal_50K",0
"7695",7695,38,179668,13,50,"Private","married","Prof.specialty","White","Male","US","More_than_50K",0
"7696",7696,26,210812,10,43,"Private","other","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7697",7697,20,215247,10,20,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7698",7698,32,125856,9,40,"Federal.gov","other","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7699",7699,22,74631,10,13,"Private","not-married","Handlers.cleaners","White","Female","US","Less_or_equal_50K",0
"7700",7700,22,24008,9,40,"Private","not-married","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"7701",7701,46,308334,2,30,"Private","other","Other.service","Other","Female","other","Less_or_equal_50K",0
"7702",7702,39,245361,13,25,"Private","other","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"7703",7703,79,158319,9,24,"Self.emp.not.inc","other","Other.service","White","Female","US","Less_or_equal_50K",0
"7704",7704,24,314823,9,40,"Private","not-married","Sales","White","Male","other","Less_or_equal_50K",0
"7705",7705,23,126550,9,40,"Private","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7706",7706,29,114224,13,40,"Private","married","Prof.specialty","White","Male","US","More_than_50K",0
"7707",7707,22,64292,13,43,"State.gov","not-married","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"7708",7708,55,219775,9,38,"Local.gov","other","Other.service","White","Female","US","Less_or_equal_50K",0
"7709",7709,43,212894,9,40,"Private","other","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7710",7710,23,260019,4,36,"Private","not-married","Farming.fishing","Other","Male","other","Less_or_equal_50K",0
"7711",7711,29,228075,9,35,"Private","not-married","Adm.clerical","White","Male","other","Less_or_equal_50K",0
"7712",7712,22,239806,11,40,"Private","not-married","Other.service","White","Female","other","Less_or_equal_50K",0
"7713",7713,22,324637,10,42,"Private","not-married","Sales","White","Male","US","Less_or_equal_50K",0
"7714",7714,29,194200,10,45,"Private","not-married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"7715",7715,25,129200,10,40,"State.gov","not-married","Transport.moving","Black","Male","US","Less_or_equal_50K",0
"7716",7716,33,207172,9,40,"Federal.gov","not-married","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"7717",7717,33,135312,13,40,"Private","not-married","Prof.specialty","White","Male","US","More_than_50K",0
"7718",7718,31,100734,16,28,"Private","not-married","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"7719",7719,55,110871,13,40,"Private","married","Sales","White","Male","US","Less_or_equal_50K",0
"7720",7720,42,107762,14,40,"Private","married","Prof.specialty","White","Male","US","More_than_50K",0
"7721",7721,51,183611,12,55,"Private","other","Exec.managerial","White","Male","other","Less_or_equal_50K",0
"7722",7722,62,249078,13,40,"Local.gov","other","Prof.specialty","Black","Female","US","Less_or_equal_50K",0
"7723",7723,65,208452,10,35,"Self.emp.inc","married","Sales","White","Male","US","More_than_50K",0
"7724",7724,23,302195,13,40,"Private","married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"7725",7725,47,379118,4,60,"Private","married","Craft.repair","Black","Male","US","More_than_50K",0
"7726",7726,50,174855,9,40,"Self.emp.inc","other","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"7727",7727,32,39369,13,40,"Self.emp.not.inc","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7728",7728,37,196348,10,40,"Federal.gov","married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"7729",7729,76,97077,6,12,"Private","other","Sales","Black","Female","US","Less_or_equal_50K",0
"7730",7730,54,200098,13,60,"Private","other","Sales","Black","Female","US","Less_or_equal_50K",0
"7731",7731,32,127651,13,40,"Federal.gov","married","Prof.specialty","White","Male","US","More_than_50K",0
"7732",7732,31,315128,10,52,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7733",7733,31,206823,13,50,"Federal.gov","other","Protective.serv","White","Male","US","More_than_50K",0
"7734",7734,30,112115,9,60,"Private","married","Machine.op.inspct","White","Male","other","More_than_50K",0
"7735",7735,21,250051,10,10,"Private","not-married","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"7736",7736,26,109193,10,40,"State.gov","not-married","Craft.repair","White","Female","US","Less_or_equal_50K",0
"7737",7737,18,130849,7,8,"Private","not-married","Other.service","White","Female","US","Less_or_equal_50K",0
"7738",7738,34,43959,9,50,"Local.gov","married","Other.service","White","Male","US","Less_or_equal_50K",0
"7739",7739,44,27242,10,60,"Self.emp.not.inc","not-married","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"7740",7740,30,53158,12,40,"Private","not-married","Tech.support","White","Female","US","Less_or_equal_50K",0
"7741",7741,36,206520,13,40,"Self.emp.not.inc","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7742",7742,31,164190,10,50,"Private","married","Prof.specialty","White","Male","US","More_than_50K",0
"7743",7743,22,287988,10,20,"Private","not-married","Sales","White","Male","US","Less_or_equal_50K",0
"7744",7744,23,83891,9,40,"Private","not-married","Sales","Asian-Pac-Islander","Male","US","Less_or_equal_50K",0
"7745",7745,39,363418,13,35,"Self.emp.not.inc","other","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7746",7746,19,278870,10,16,"Private","not-married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"7747",7747,25,228608,10,40,"Private","not-married","Craft.repair","Asian-Pac-Islander","Female","other","Less_or_equal_50K",0
"7748",7748,46,263568,9,40,"Private","married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"7749",7749,37,117381,14,45,"Private","married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"7750",7750,41,83411,9,40,"Federal.gov","married","Other.service","White","Male","US","Less_or_equal_50K",0
"7751",7751,40,49156,10,20,"Self.emp.not.inc","married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"7752",7752,44,421449,9,40,"Private","other","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7753",7753,32,238944,9,40,"Private","married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"7754",7754,58,188982,9,20,"Private","married","Handlers.cleaners","Black","Male","US","More_than_50K",0
"7755",7755,48,175925,9,48,"Private","married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"7756",7756,34,164190,13,40,"Private","married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"7757",7757,29,232914,11,40,"Private","not-married","Adm.clerical","Black","Female","US","Less_or_equal_50K",0
"7758",7758,46,120121,13,50,"Self.emp.inc","married","Sales","White","Male","US","More_than_50K",0
"7759",7759,36,180805,9,40,"Local.gov","not-married","Transport.moving","Asian-Pac-Islander","Male","US","Less_or_equal_50K",0
"7760",7760,59,161944,13,38,"Local.gov","not-married","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"7761",7761,29,319149,8,40,"Private","married","Transport.moving","White","Male","other","Less_or_equal_50K",0
"7762",7762,25,290528,9,40,"Private","married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"7763",7763,27,123984,12,35,"Private","not-married","Other.service","Asian-Pac-Islander","Female","other","Less_or_equal_50K",0
"7764",7764,48,34186,9,70,"Private","married","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"7765",7765,49,55938,13,40,"State.gov","married","Adm.clerical","White","Male","US","More_than_50K",0
"7766",7766,33,209900,10,20,"Private","not-married","Tech.support","White","Male","US","Less_or_equal_50K",0
"7767",7767,26,150361,13,40,"Private","not-married","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"7768",7768,59,252714,9,30,"Private","married","Machine.op.inspct","White","Male","other","Less_or_equal_50K",0
"7769",7769,30,205204,9,40,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7770",7770,31,168906,12,35,"Local.gov","married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7771",7771,30,112115,13,50,"Private","married","Exec.managerial","White","Male","US","More_than_50K",0
"7772",7772,27,116531,13,40,"Private","not-married","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"7773",7773,24,341294,9,40,"Private","married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"7774",7774,47,216734,13,50,"Private","other","Sales","White","Female","US","Less_or_equal_50K",0
"7775",7775,51,182187,13,35,"Private","not-married","Prof.specialty","Black","Male","US","Less_or_equal_50K",0
"7776",7776,34,424988,9,45,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7777",7777,47,379118,9,9,"Private","other","Other.service","Black","Male","US","Less_or_equal_50K",0
"7778",7778,47,168232,10,44,"Private","married","Adm.clerical","White","Male","US","More_than_50K",0
"7779",7779,20,147171,10,40,"Private","not-married","Adm.clerical","Asian-Pac-Islander","Female","other","Less_or_equal_50K",0
"7780",7780,31,193650,7,40,"Private","other","Other.service","White","Female","US","Less_or_equal_50K",0
"7781",7781,42,200187,11,32,"Private","other","Other.service","White","Female","US","Less_or_equal_50K",0
"7782",7782,52,188644,3,40,"Private","other","Craft.repair","White","Male","other","Less_or_equal_50K",0
"7783",7783,56,398067,9,40,"Private","other","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7784",7784,53,29658,9,40,"Private","married","Craft.repair","White","Male","US","More_than_50K",0
"7785",7785,26,154966,10,50,"Private","married","Sales","White","Male","US","More_than_50K",0
"7786",7786,81,364099,10,20,"Private","other","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7787",7787,57,97837,10,48,"Federal.gov","other","Prof.specialty","White","Male","US","More_than_50K",0
"7788",7788,34,117983,9,40,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"7789",7789,24,64167,11,40,"Private","not-married","Tech.support","Black","Female","US","Less_or_equal_50K",0
"7790",7790,60,225526,9,32,"Private","other","Sales","White","Female","US","Less_or_equal_50K",0
"7791",7791,37,289653,10,40,"Federal.gov","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7792",7792,25,179462,4,40,"Private","not-married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"7793",7793,36,67317,9,40,"Federal.gov","married","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"7794",7794,45,77764,12,40,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"7795",7795,34,253438,10,60,"Private","married","Exec.managerial","White","Male","US","More_than_50K",0
"7796",7796,31,150309,13,70,"Private","other","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"7797",7797,47,83064,13,60,"Self.emp.not.inc","married","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"7798",7798,60,376973,9,42,"Self.emp.not.inc","married","Craft.repair","White","Male","US","More_than_50K",0
